iter	MultiClass
369	0.1059507153
370	0.1058937605
371	0.1058764316
372	0.1058185711
373	0.1058023007
374	0.1057816974
375	0.1057625031
376	0.1056940979
377	0.1056320604
378	0.1056157409
379	0.1055603339
380	0.1055394466
381	0.1054656203
382	0.1054285775
383	0.1053982506
384	0.1053530568
385	0.1053108539
386	0.1052994396
387	0.1052601585
388	0.105236265
389	0.1051911941
390	0.1051708849
391	0.1051503263
392	0.1051330487
393	0.1050949245
394	0.1050694603
395	0.1050365048
396	0.1050162124
397	0.1049234845
398	0.1049069826
399	0.1048935463
400	0.1048556058
401	0.1048388884
402	0.1048022368
403	0.1047872856
404	0.1047723483
405	0.1047556321
406	0.1047183035
407	0.1046662072
408	0.1046326125
409	0.1046185567
410	0.1045764268
411	0.104517044
412	0.104456638
413	0.1044295574
414	0.104404647
415	0.104391733
416	0.104354309
417	0.1042985921
418	0.1042232511
419	0.1042077822
420	0.1041779963
421	0.1041561877
422	0.1041154724
423	0.1040551801
424	0.1040466241
425	0.1040186769
426	0.1039729581
427	0.1039268029
428	0.1038923228
429	0.103880466
430	0.1038613531
431	0.1038443177
432	0.1038290467
433	0.1037784231
434	0.1037639963
435	0.1037294327
436	0.1037038115
437	0.1036888536
438	0.1036800774
439	0.1036538164
440	0.1036156654
441	0.10360079
442	0.1035788512
443	0.1035452422
444	0.1035131114
445	0.1034722474
446	0.1034329758
447	0.1033746705
448	0.1033534067
449	0.1032975646
450	0.103282239
451	0.1032319127
452	0.1032181534
453	0.1031838524
454	0.1031309056
455	0.1031243568
456	0.1030689379
457	0.1030081688
458	0.1029865171
459	0.1029318054
460	0.1029027341
461	0.102889133
462	0.1028563481
463	0.1028292535
464	0.1028022635
465	0.1027876907
466	0.1027672904
467	0.1027572682
468	0.1027355398
469	0.1026593922
470	0.1026414815
471	0.1026278424
472	0.1026093408
473	0.1025816901
474	0.1025380802
475	0.1025116383
476	0.1025063732
477	0.1024906831
478	0.1024500711
479	0.1024207213
480	0.1024074714
481	0.1023924517
482	0.1023742594
483	0.1023611857
484	0.1023460958
485	0.1023345837
486	0.1023018283
487	0.1022770936
488	0.1022662972
489	0.1022552082
490	0.1022413309
491	0.1022031128
492	0.1021918969
493	0.1021809444
494	0.1021370386
495	0.102126542
496	0.1021050612
497	0.1020792989
498	0.1020490444
499	0.1020206111
500	0.1019982581
501	0.1019828401
502	0.101962862
503	0.1019311595
504	0.1018928004
505	0.1018806933
506	0.1018191738
507	0.1017975991
508	0.1017711907
509	0.1017571513
510	0.1017375136
511	0.1017007391
512	0.1016548186
513	0.1016327206
514	0.1016109665
515	0.1015957594
516	0.1015586785
517	0.1015139412
518	0.1014925827
519	0.101474806
520	0.1014638898
521	0.1014452825
522	0.1014305731
523	0.1014171335
524	0.1014055121
525	0.1013904075
526	0.1013764374
527	0.1013386834
528	0.101323192
529	0.1013121341
530	0.1012730281
531	0.1012658278
532	0.1012456564
533	0.1012322671
534	0.1012094576
535	0.1011882369
536	0.101167314
537	0.1011599754
538	0.1011520276
539	0.101138569
540	0.1011183345
541	0.1010843216
542	0.1010675041
543	0.10105154
544	0.1010333381
545	0.1010274562
546	0.1009909014
547	0.1009653175
548	0.1009523254
549	0.1009399655
550	0.1009219811
551	0.1008885875
552	0.1008349957
553	0.1008092351
554	0.1007876141
555	0.1007474202
556	0.1007284165
557	0.1006963392
558	0.1006795034
559	0.1006744705
560	0.1006617089
561	0.100645448
562	0.1006257991
563	0.1006165987
564	0.1006021479
565	0.1005881818
566	0.1005704756
567	0.1005331758
568	0.1005058391
569	0.1004711756
570	0.1004570072
571	0.1004082639
572	0.1004002524
573	0.1003875519
574	0.1003703843
575	0.1003549684
576	0.1003459594
577	0.1003394709
578	0.1003256384
579	0.1003209317
580	0.100264909
581	0.1002451122
582	0.1002295382
583	0.1001963883
584	0.1001882452
585	0.1001421398
586	0.1001248302
587	0.100117563
588	0.1001010116
589	0.1000907439
590	0.1000570582
591	0.1000076429
592	0.09999474272
593	0.09996476026
594	0.099943915
595	0.09992771307
596	0.09991300776
597	0.09988714317
598	0.09987999114
599	0.09985944356
600	0.09983255132
601	0.09979412659
602	0.09975072936
603	0.09973274625
604	0.09970905699
605	0.09969735511
606	0.09967812483
607	0.09963091123
608	0.09959704352
609	0.09958887843
610	0.09957729187
611	0.09956384074
612	0.09954614913
613	0.09952843244
614	0.09952310614
615	0.09951815774
616	0.09949092379
617	0.09947998261
618	0.09945007768
619	0.09944332663
620	0.09943661918
621	0.0994263556
622	0.09941735757
623	0.09940823994
624	0.09938934952
625	0.09937175858
626	0.09936011626
627	0.0993491927
628	0.09934280763
629	0.09932452003
630	0.0993167483
631	0.0993069765
632	0.09925925691
633	0.09924099937
634	0.09922562421
635	0.09918579367
636	0.09917699988
637	0.09917111628
638	0.09916005616
639	0.09914888102
640	0.09911731664
641	0.099105402
642	0.09909493728
643	0.09905882546
644	0.09903648264
645	0.09902591316
646	0.09901618623
647	0.09900475731
648	0.09899723695
649	0.0989595422
650	0.09892589978
651	0.09891862263
652	0.09890680891
653	0.09889669497
654	0.09887474823
655	0.09886500854
656	0.09884802389
657	0.09883100776
658	0.09881573306
659	0.09879460097
660	0.09878444589
661	0.09877635504
662	0.09873673583
663	0.09872417131
664	0.09872038636
665	0.09871282497
666	0.09870470682
667	0.09868843751
668	0.09867333282
669	0.09862787691
670	0.0986161825
671	0.09860877515
672	0.09860469494
673	0.09859880375
674	0.09857807052
675	0.09857056449
676	0.09855759016
677	0.09854798307
678	0.09852812476
679	0.09851481833
680	0.09848089097
681	0.09846467354
682	0.09845415266
683	0.09844616744
684	0.09842954575
685	0.09841350889
686	0.09837858
687	0.09836865781
688	0.09834333245
689	0.0983376446
690	0.09832906513
691	0.09829372347
692	0.09827193564
693	0.09826464437
694	0.09824906971
695	0.09824067416
696	0.0982162874
697	0.09821233659
698	0.09820455119
699	0.09816140554
700	0.09814678293
701	0.09813887956
702	0.09811183034
703	0.09809981149
704	0.09808666652
705	0.09805526642
706	0.09804574818
707	0.09803030534
708	0.0980147678
709	0.09800942612
710	0.09798613192
711	0.09795098317
712	0.09792846761
713	0.09791732137
714	0.09791234849
715	0.09789531918
716	0.09788554505
717	0.09787881228
718	0.09786360543
719	0.09785053787
720	0.09781965012
721	0.09780747623
722	0.09779177168
723	0.09777532168
724	0.09776888394
725	0.09775696332
726	0.09774213522
727	0.09773248867
728	0.09772030954
729	0.09771449291
730	0.09770263677
731	0.09768190309
732	0.09766831681
733	0.09764960785
734	0.09763916716
735	0.09763065238
736	0.09761572057
737	0.09760675066
738	0.09757919822
739	0.09756112025
740	0.09754483036
741	0.09753113261
742	0.09751264073
743	0.09750499061
744	0.09749139938
745	0.0974855627
746	0.09746902248
747	0.09742543559
748	0.09741659597
749	0.09741156829
750	0.09740776465
751	0.09739515805
752	0.09737976528
753	0.09737191499
754	0.09733698876
755	0.0973318761
756	0.0973149183
757	0.0972879262
758	0.09726754229
759	0.0972338161
760	0.0972242847
761	0.09720970863
762	0.09719184266
763	0.09718275561
764	0.09716790432
765	0.09715551384
766	0.09714537462
767	0.09713520354
768	0.09710896452
769	0.09710069742
770	0.09708888691
771	0.09707902572
772	0.09707047125
773	0.0970519532
774	0.0970419137
775	0.09701174899
776	0.09699470662
777	0.09698681208
778	0.096980569
779	0.09696414964
780	0.0969580639
781	0.09694130232
782	0.09691877831
783	0.09690822545
784	0.09688618347
785	0.09687506265
786	0.09686595911
787	0.09685050023
788	0.09682877291
789	0.0968043763
790	0.09679636625
791	0.09678249969
792	0.09677715087
793	0.09675751592
794	0.09674278245
795	0.09673356967
796	0.09672467436
797	0.09671835096
798	0.09671289526
799	0.09670948727
800	0.09670171934
801	0.09666900081
802	0.09666566081
803	0.0966532776
804	0.09664398445
805	0.09663843025
806	0.09662484445
807	0.09659538411
808	0.09658560971
809	0.09658159793
810	0.09654196429
811	0.09653768067
812	0.09652573465
813	0.09651932462
814	0.09650763398
815	0.09648258146
816	0.09647012562
817	0.09644827782
818	0.09644127503
819	0.09643001013
820	0.09642450254
821	0.09641350118
822	0.09641011781
823	0.09639807626
824	0.09636480077
825	0.09635726476
826	0.09632862465
827	0.09630976418
828	0.09629259579
829	0.09628073336
830	0.09627183816
831	0.09626501288
832	0.09625745515
833	0.09624936886
834	0.09623876122
835	0.09622040732
836	0.09619643445
837	0.0961732164
838	0.09616185442
839	0.09615268728
840	0.09614663591
841	0.0961414609
842	0.09613186391
843	0.09612388132
844	0.09611537096
845	0.09610667479
846	0.09608538477
847	0.09607807395
848	0.09607141819
849	0.09606010386
850	0.09605153271
851	0.09603771556
852	0.09602998271
853	0.09599113248
854	0.09598906813
855	0.09598110125
856	0.09597460601
857	0.09596757056
858	0.09595050578
859	0.09594346716
860	0.09593719299
861	0.09591977819
862	0.09591288228
863	0.09590024743
864	0.09589302863
865	0.09588769063
866	0.09587195387
867	0.09586447771
868	0.09585371582
869	0.09584404112
870	0.09583935578
871	0.09583585239
872	0.09582736273
873	0.09582240641
874	0.09581451189
875	0.09581174527
876	0.09580416197
877	0.09579070155
878	0.09578335128
879	0.09578144664
880	0.09577555397
881	0.09576693487
882	0.09575589986
883	0.09574728431
884	0.09573980712
885	0.09573375596
886	0.09572395137
887	0.09571747513
888	0.09569788659
889	0.09568249513
890	0.09567726407
891	0.09567212959
892	0.09565479321
893	0.09563800971
894	0.09563272062
895	0.09562719536
896	0.09562148988
897	0.09560991898
898	0.09560325639
899	0.09559660005
900	0.09558883864
901	0.09557629138
902	0.09555302782
903	0.09554395798
904	0.09553262058
905	0.09552552408
906	0.0955028776
907	0.09546836101
908	0.09545021876
909	0.09544540203
910	0.09543375795
911	0.09542287289
912	0.09540670595
913	0.0954001343
914	0.09539256727
915	0.09538522715
916	0.09537619347
917	0.09535980152
918	0.09535017012
919	0.095342758
920	0.09533212592
921	0.0953274082
922	0.09532529572
923	0.09529113409
924	0.09528699747
925	0.09527218687
926	0.09526594395
927	0.09523743304
928	0.0952336486
929	0.09519790498
930	0.09519276668
931	0.09518215665
932	0.0951730553
933	0.09516594254
934	0.09515278943
935	0.09514609406
936	0.0951422963
937	0.09513448508
938	0.09511074026
939	0.0951019777
940	0.09509732663
941	0.09509498202
942	0.09508591626
943	0.09507091186
944	0.09506628823
945	0.0950596682
946	0.09505167409
947	0.09502730691
948	0.09500491612
949	0.09499435778
950	0.0949885812
951	0.09497426687
952	0.09496206203
953	0.09495776426
954	0.09492333146
955	0.09491137019
956	0.09489033377
957	0.09487620097
958	0.09486863548
959	0.09485231137
960	0.09484275178
961	0.09483711826
962	0.09483017622
963	0.09482053912
964	0.09480511182
965	0.09479758045
966	0.09477571234
967	0.09476400857
968	0.09475618365
969	0.09474714213
970	0.09473854938
971	0.09472739861
972	0.0947171622
973	0.09470848231
974	0.094691634
975	0.0946811124
976	0.09467514553
977	0.09467112093
978	0.09466780211
979	0.09466291067
980	0.0946543704
981	0.09464772866
982	0.09463968472
983	0.0946343969
984	0.0946228206
985	0.0946179155
986	0.09460960631
987	0.09458931501
988	0.09458457021
989	0.09457622467
990	0.09457212887
991	0.09456638652
992	0.09453419613
993	0.09452445585
994	0.09451950093
995	0.09450593697
996	0.0944992472
997	0.09449168867
998	0.09448166875
999	0.09447272476
